Image,Correct_Class,Confidence,Top_Guess
10_albania_224x224.jpg,albania,0.09669766,False
11_albania_224x224.jpg,albania,0.0064825136,False
1_albania_224x224.jpg,albania,0.9394042,True
2_albania_224x224.jpg,albania,0.7549785,True
3_albania_224x224.jpg,albania,0.73481447,True
4_albania_224x224.jpg,albania,0.0031701454,False
5_albania_224x224.jpg,albania,0.4114944,True
6_albania_224x224.jpg,albania,0.18354213,False
7_albania_224x224.jpg,albania,0.0039793095,False
8_albania_224x224.jpg,albania,0.045220964,False
9_albania_224x224.jpg,albania,0.0012504773,False
10_andorra_224x224.jpg,andorra,0.99907494,True
11_andorra_224x224.jpg,andorra,0.9884998,True
12_andorra_224x224.jpg,andorra,0.47851133,True
1_andorra_224x224.jpg,andorra,0.96350735,True
2_andorra_224x224.jpg,andorra,0.99722433,True
3_andorra_224x224.jpg,andorra,0.86187077,True
4_andorra_224x224.jpg,andorra,0.9998481,True
5_andorra_224x224.jpg,andorra,0.69181323,True
6_andorra_224x224.jpg,andorra,0.99997103,True
7_andorra_224x224.jpg,andorra,0.7023004,True
8_andorra_224x224.jpg,andorra,0.9999932,True
9_andorra_224x224.jpg,andorra,0.80409116,True
10_austria_224x224.jpg,austria,0.4325666,False
11_austria_224x224.jpg,austria,0.37848327,True
12_austria_224x224.jpg,austria,0.034838263,False
1_austria_224x224.jpg,austria,0.051921573,False
2_austria_224x224.jpg,austria,0.22833237,False
3_austria_224x224.jpg,austria,0.83515537,True
4_austria_224x224.jpg,austria,0.29851466,False
5_austria_224x224.jpg,austria,0.12041185,False
6_austria_224x224.jpg,austria,0.686793,True
7_austria_224x224.jpg,austria,0.52138495,True
8_austria_224x224.jpg,austria,0.19555002,False
9_austria_224x224.jpg,austria,0.0058448175,False
10_belgium_224x224.jpg,belgium,0.96663517,True
11_belgium_224x224.jpg,belgium,0.12872602,False
12_belgium_224x224.jpg,belgium,0.034369405,False
1_belgium_224x224.jpg,belgium,0.12007401,False
2_belgium_224x224.jpg,belgium,0.1581492,False
3_belgium_224x224.jpg,belgium,0.06319565,False
4_belgium_224x224.jpg,belgium,0.0009006611,False
