Image,Correct_Class,Confidence,Top_Guess
10_albania_224x224.jpg,albania,0.01734755,False
11_albania_224x224.jpg,albania,0.010300403,False
1_albania_224x224.jpg,albania,0.12893021,False
2_albania_224x224.jpg,albania,0.48798248,True
3_albania_224x224.jpg,albania,0.8377727,True
4_albania_224x224.jpg,albania,0.23307008,False
5_albania_224x224.jpg,albania,0.14616884,False
6_albania_224x224.jpg,albania,0.8826557,True
7_albania_224x224.jpg,albania,0.058880698,False
8_albania_224x224.jpg,albania,0.081987746,False
9_albania_224x224.jpg,albania,0.0014547498,False
10_andorra_224x224.jpg,andorra,0.9967173,True
11_andorra_224x224.jpg,andorra,0.99989545,True
12_andorra_224x224.jpg,andorra,0.9965257,True
1_andorra_224x224.jpg,andorra,0.99987185,True
2_andorra_224x224.jpg,andorra,1.0,True
3_andorra_224x224.jpg,andorra,0.09548353,True
4_andorra_224x224.jpg,andorra,1.0,True
5_andorra_224x224.jpg,andorra,0.968133,True
6_andorra_224x224.jpg,andorra,1.0,True
7_andorra_224x224.jpg,andorra,0.007096132,False
8_andorra_224x224.jpg,andorra,1.0,True
9_andorra_224x224.jpg,andorra,0.9750885,True
10_austria_224x224.jpg,austria,0.79115945,True
11_austria_224x224.jpg,austria,0.49552092,True
12_austria_224x224.jpg,austria,0.23866706,False
1_austria_224x224.jpg,austria,0.028423626,False
2_austria_224x224.jpg,austria,0.24990767,True
3_austria_224x224.jpg,austria,0.23301543,True
4_austria_224x224.jpg,austria,0.16446976,False
5_austria_224x224.jpg,austria,0.062528156,False
6_austria_224x224.jpg,austria,0.14524522,False
7_austria_224x224.jpg,austria,0.435726,True
8_austria_224x224.jpg,austria,0.05802736,False
9_austria_224x224.jpg,austria,0.025127629,False
10_belgium_224x224.jpg,belgium,0.60263103,True
11_belgium_224x224.jpg,belgium,0.07421424,False
12_belgium_224x224.jpg,belgium,0.014282317,False
1_belgium_224x224.jpg,belgium,0.06437459,False
2_belgium_224x224.jpg,belgium,0.0707523,False
3_belgium_224x224.jpg,belgium,0.023972468,False
4_belgium_224x224.jpg,belgium,0.003711231,False
5_belgium_224x224.jpg,belgium,0.058135316,False
6_belgium_224x224.jpg,belgium,0.049574632,False
7_belgium_224x224.jpg,belgium,0.16031308,True
8_belgium_224x224.jpg,belgium,0.10298183,False
9_belgium_224x224.jpg,belgium,0.13449702,False
10_bulgaria_224x224.jpg,bulgaria,0.712933,True
11_bulgaria_224x224.jpg,bulgaria,0.07528366,False
12_bulgaria_224x224.jpg,bulgaria,0.045144033,False
1_bulgaria_224x224.jpg,bulgaria,0.15415443,False
2_bulgaria_224x224.jpg,bulgaria,0.1075597,False
3_bulgaria_224x224.jpg,bulgaria,0.18769054,True
4_bulgaria_224x224.jpg,bulgaria,0.5241922,True
5_bulgaria_224x224.jpg,bulgaria,0.18186921,False
6_bulgaria_224x224.jpg,bulgaria,0.9948095,True
7_bulgaria_224x224.jpg,bulgaria,0.6091998,True
8_bulgaria_224x224.jpg,bulgaria,0.002109479,False
9_bulgaria_224x224.jpg,bulgaria,0.8928907,True
10_croatia_224x224.jpg,croatia,0.0022028377,False
11_croatia_224x224.jpg,croatia,0.20377178,True
1_croatia_224x224.jpg,croatia,0.0077979923,False
2_croatia_224x224.jpg,croatia,0.050961465,False
3_croatia_224x224.jpg,croatia,0.022791367,False
4_croatia_224x224.jpg,croatia,0.07784955,False
5_croatia_224x224.jpg,croatia,0.01646844,False
6_croatia_224x224.jpg,croatia,0.032651775,False
7_croatia_224x224.jpg,croatia,0.21679977,True
8_croatia_224x224.jpg,croatia,0.3362146,True
9_croatia_224x224.jpg,croatia,0.03747461,False
10_czechrepublic_224x224.jpg,czechrepublic,0.03599305,False
11_czechrepublic_224x224.jpg,czechrepublic,0.0065051424,False
12_czechrepublic_224x224.jpg,czechrepublic,0.117915995,True
1_czechrepublic_224x224.jpg,czechrepublic,0.10225857,False
2_czechrepublic_224x224.jpg,czechrepublic,0.04688323,False
3_czechrepublic_224x224.jpg,czechrepublic,0.04059419,False
4_czechrepublic_224x224.jpg,czechrepublic,0.15046851,False
5_czechrepublic_224x224.jpg,czechrepublic,0.16408373,False
6_czechrepublic_224x224.jpg,czechrepublic,0.07270159,False
7_czechrepublic_224x224.jpg,czechrepublic,0.028790893,False
8_czechrepublic_224x224.jpg,czechrepublic,0.08867733,False
9_czechrepublic_224x224.jpg,czechrepublic,0.047200657,False
10_denmark_224x224.jpg,denmark,0.19448726,False
11_denmark_224x224.jpg,denmark,0.0042878604,False
12_denmark_224x224.jpg,denmark,0.3328022,False
1_denmark_224x224.jpg,denmark,0.05771033,False
2_denmark_224x224.jpg,denmark,0.13716404,False
3_denmark_224x224.jpg,denmark,0.1612383,False
4_denmark_224x224.jpg,denmark,0.28187928,True
5_denmark_224x224.jpg,denmark,0.053387728,False
6_denmark_224x224.jpg,denmark,0.11025741,False
7_denmark_224x224.jpg,denmark,0.16402361,False
8_denmark_224x224.jpg,denmark,0.28155816,True
9_denmark_224x224.jpg,denmark,0.46524066,True
10_estonia_224x224.jpg,estonia,0.17647192,False
11_estonia_224x224.jpg,estonia,0.61107457,True
12_estonia_224x224.jpg,estonia,0.23774844,False
1_estonia_224x224.jpg,estonia,0.27698812,False
2_estonia_224x224.jpg,estonia,0.34100702,False
3_estonia_224x224.jpg,estonia,0.118867986,False
4_estonia_224x224.jpg,estonia,0.030704632,False
5_estonia_224x224.jpg,estonia,0.07390704,False
6_estonia_224x224.jpg,estonia,0.09675887,False
7_estonia_224x224.jpg,estonia,0.48863527,True
8_estonia_224x224.jpg,estonia,0.119609825,False
9_estonia_224x224.jpg,estonia,0.06728173,False
10_finland_224x224.jpg,finland,0.954139,True
11_finland_224x224.jpg,finland,0.24600741,True
12_finland_224x224.jpg,finland,0.8187951,True
1_finland_224x224.jpg,finland,0.8260794,True
2_finland_224x224.jpg,finland,0.20496757,True
3_finland_224x224.jpg,finland,0.5795012,True
4_finland_224x224.jpg,finland,0.021740396,False
5_finland_224x224.jpg,finland,0.0288239,False
6_finland_224x224.jpg,finland,0.5317709,True
7_finland_224x224.jpg,finland,0.6458832,True
8_finland_224x224.jpg,finland,0.008132497,False
9_finland_224x224.jpg,finland,0.99980825,True
10_france_224x224.jpg,france,0.16983742,False
11_france_224x224.jpg,france,0.09555159,False
12_france_224x224.jpg,france,0.069890305,False
1_france_224x224.jpg,france,0.03826216,False
2_france_224x224.jpg,france,0.14882535,False
3_france_224x224.jpg,france,0.07950345,False
4_france_224x224.jpg,france,0.17124943,False
5_france_224x224.jpg,france,0.12819079,False
6_france_224x224.jpg,france,0.014560469,False
7_france_224x224.jpg,france,0.084698245,False
8_france_224x224.jpg,france,0.07998861,False
9_france_224x224.jpg,france,0.13388464,False
10_germany_224x224.jpg,germany,0.0011510747,False
11_germany_224x224.jpg,germany,0.002522612,False
12_germany_224x224.jpg,germany,1.0,True
1_germany_224x224.jpg,germany,0.99847025,True
2_germany_224x224.jpg,germany,0.9930895,True
3_germany_224x224.jpg,germany,0.8520991,True
4_germany_224x224.jpg,germany,0.0058983164,False
5_germany_224x224.jpg,germany,0.6402117,True
6_germany_224x224.jpg,germany,0.024064064,False
7_germany_224x224.jpg,germany,0.018976945,False
8_germany_224x224.jpg,germany,0.10088448,False
9_germany_224x224.jpg,germany,0.54011565,True
10_greece_224x224.jpg,greece,0.07579593,False
11_greece_224x224.jpg,greece,0.6755176,True
12_greece_224x224.jpg,greece,0.2623467,True
1_greece_224x224.jpg,greece,0.050436493,False
2_greece_224x224.jpg,greece,0.009054081,False
3_greece_224x224.jpg,greece,0.02982409,False
4_greece_224x224.jpg,greece,0.023898087,False
5_greece_224x224.jpg,greece,0.40289894,True
6_greece_224x224.jpg,greece,0.3613543,True
7_greece_224x224.jpg,greece,0.03757278,False
8_greece_224x224.jpg,greece,0.055386398,False
9_greece_224x224.jpg,greece,0.01363801,False
10_hungary_224x224.jpg,hungary,0.04859071,False
11_hungary_224x224.jpg,hungary,0.14001374,False
12_hungary_224x224.jpg,hungary,0.1059191,False
1_hungary_224x224.jpg,hungary,0.41050962,True
2_hungary_224x224.jpg,hungary,0.05401201,False
3_hungary_224x224.jpg,hungary,0.10587485,False
4_hungary_224x224.jpg,hungary,0.26492235,True
5_hungary_224x224.jpg,hungary,0.028219298,False
6_hungary_224x224.jpg,hungary,0.9999927,True
7_hungary_224x224.jpg,hungary,0.009442161,False
8_hungary_224x224.jpg,hungary,0.07052618,False
9_hungary_224x224.jpg,hungary,0.47628495,True
10_iceland_224x224.jpg,iceland,1.0,True
11_iceland_224x224.jpg,iceland,1.0,True
12_iceland_224x224.jpg,iceland,1.0,True
1_iceland_224x224.jpg,iceland,1.0,True
2_iceland_224x224.jpg,iceland,1.0,True
3_iceland_224x224.jpg,iceland,1.0,True
4_iceland_224x224.jpg,iceland,0.9999329,True
5_iceland_224x224.jpg,iceland,1.0,True
6_iceland_224x224.jpg,iceland,1.0,True
7_iceland_224x224.jpg,iceland,0.8341544,True
8_iceland_224x224.jpg,iceland,1.0,True
9_iceland_224x224.jpg,iceland,0.9999436,True
10_italy_224x224.jpg,italy,0.062337976,False
11_italy_224x224.jpg,italy,0.0055998913,False
12_italy_224x224.jpg,italy,0.73438346,True
1_italy_224x224.jpg,italy,0.07697459,False
2_italy_224x224.jpg,italy,0.048543535,False
3_italy_224x224.jpg,italy,0.2809045,False
4_italy_224x224.jpg,italy,0.071315035,False
5_italy_224x224.jpg,italy,0.05316759,False
6_italy_224x224.jpg,italy,0.2382942,True
7_italy_224x224.jpg,italy,0.0042108074,False
8_italy_224x224.jpg,italy,0.07234725,False
9_italy_224x224.jpg,italy,0.121428736,False
10_latvia_224x224.jpg,latvia,0.34357622,False
11_latvia_224x224.jpg,latvia,0.066810586,False
12_latvia_224x224.jpg,latvia,0.08508992,False
1_latvia_224x224.jpg,latvia,0.06610668,False
2_latvia_224x224.jpg,latvia,0.47156793,True
3_latvia_224x224.jpg,latvia,0.043809284,False
4_latvia_224x224.jpg,latvia,0.05026132,False
5_latvia_224x224.jpg,latvia,0.08639917,False
6_latvia_224x224.jpg,latvia,0.25956795,False
7_latvia_224x224.jpg,latvia,0.26510137,False
8_latvia_224x224.jpg,latvia,0.19267517,False
9_latvia_224x224.jpg,latvia,0.23592742,False
10_lithuania_224x224.jpg,lithuania,0.04981244,False
11_lithuania_224x224.jpg,lithuania,0.00912721,False
12_lithuania_224x224.jpg,lithuania,0.19624187,False
1_lithuania_224x224.jpg,lithuania,0.76718146,True
2_lithuania_224x224.jpg,lithuania,0.34064928,True
3_lithuania_224x224.jpg,lithuania,0.4351632,True
4_lithuania_224x224.jpg,lithuania,0.07177973,False
5_lithuania_224x224.jpg,lithuania,0.28093594,False
6_lithuania_224x224.jpg,lithuania,0.46642816,True
7_lithuania_224x224.jpg,lithuania,0.3888138,True
8_lithuania_224x224.jpg,lithuania,0.024422621,False
9_lithuania_224x224.jpg,lithuania,0.22338024,False
10_luxembourg_224x224.jpg,luxembourg,0.19476588,True
11_luxembourg_224x224.jpg,luxembourg,0.56351614,True
12_luxembourg_224x224.jpg,luxembourg,0.30211845,True
1_luxembourg_224x224.jpg,luxembourg,0.4178083,True
2_luxembourg_224x224.jpg,luxembourg,0.91956794,True
3_luxembourg_224x224.jpg,luxembourg,0.1419391,False
4_luxembourg_224x224.jpg,luxembourg,0.044589825,False
5_luxembourg_224x224.jpg,luxembourg,0.31300443,True
6_luxembourg_224x224.jpg,luxembourg,0.7430423,True
7_luxembourg_224x224.jpg,luxembourg,0.19635236,False
8_luxembourg_224x224.jpg,luxembourg,0.5094718,True
9_luxembourg_224x224.jpg,luxembourg,0.1992386,False
10_malta_224x224.jpg,malta,0.9985765,True
11_malta_224x224.jpg,malta,0.9977896,True
12_malta_224x224.jpg,malta,0.41076264,True
1_malta_224x224.jpg,malta,0.99228925,True
2_malta_224x224.jpg,malta,0.3894276,True
3_malta_224x224.jpg,malta,0.3450792,True
4_malta_224x224.jpg,malta,0.038342245,False
5_malta_224x224.jpg,malta,0.26504102,True
6_malta_224x224.jpg,malta,0.7170271,True
7_malta_224x224.jpg,malta,0.032732736,False
8_malta_224x224.jpg,malta,0.023174597,False
9_malta_224x224.jpg,malta,0.11120225,True
10_montenegro_224x224.jpg,montenegro,0.0678919,False
11_montenegro_224x224.jpg,montenegro,0.021176605,False
12_montenegro_224x224.jpg,montenegro,5.5542918e-05,False
1_montenegro_224x224.jpg,montenegro,0.38882208,True
2_montenegro_224x224.jpg,montenegro,0.5057676,True
3_montenegro_224x224.jpg,montenegro,0.32710773,True
4_montenegro_224x224.jpg,montenegro,0.05815546,False
5_montenegro_224x224.jpg,montenegro,0.11011894,False
6_montenegro_224x224.jpg,montenegro,0.4077677,True
7_montenegro_224x224.jpg,montenegro,0.215253,False
8_montenegro_224x224.jpg,montenegro,0.31282204,True
9_montenegro_224x224.jpg,montenegro,0.28840017,True
10_netherlands_224x224.jpg,netherlands,0.07177772,False
11_netherlands_224x224.jpg,netherlands,0.29735762,True
12_netherlands_224x224.jpg,netherlands,0.010989995,False
1_netherlands_224x224.jpg,netherlands,0.04145679,False
2_netherlands_224x224.jpg,netherlands,0.6369043,True
3_netherlands_224x224.jpg,netherlands,0.041140344,False
4_netherlands_224x224.jpg,netherlands,0.77756065,True
5_netherlands_224x224.jpg,netherlands,0.91086453,True
6_netherlands_224x224.jpg,netherlands,0.06502732,False
7_netherlands_224x224.jpg,netherlands,0.0982054,False
8_netherlands_224x224.jpg,netherlands,0.30380392,True
9_netherlands_224x224.jpg,netherlands,0.26514587,True
10_northmacedonia_224x224.jpg,northmacedonia,0.68062234,True
11_northmacedonia_224x224.jpg,northmacedonia,0.96426934,True
12_northmacedonia_224x224.jpg,northmacedonia,0.9999999,True
1_northmacedonia_224x224.jpg,northmacedonia,3.679765e-06,False
2_northmacedonia_224x224.jpg,northmacedonia,0.14446817,False
3_northmacedonia_224x224.jpg,northmacedonia,0.06329602,False
4_northmacedonia_224x224.jpg,northmacedonia,0.98982924,True
5_northmacedonia_224x224.jpg,northmacedonia,0.031739816,False
6_northmacedonia_224x224.jpg,northmacedonia,0.3955722,True
7_northmacedonia_224x224.jpg,northmacedonia,0.0012794662,False
8_northmacedonia_224x224.jpg,northmacedonia,0.4763179,True
9_northmacedonia_224x224.jpg,northmacedonia,0.24040756,True
10_norway_224x224.jpg,norway,0.052567054,False
11_norway_224x224.jpg,norway,0.18756536,True
12_norway_224x224.jpg,norway,0.013072395,False
1_norway_224x224.jpg,norway,0.17618395,False
2_norway_224x224.jpg,norway,0.034951005,False
3_norway_224x224.jpg,norway,0.6416281,True
4_norway_224x224.jpg,norway,0.039743684,False
5_norway_224x224.jpg,norway,0.10084776,False
6_norway_224x224.jpg,norway,0.1933402,False
7_norway_224x224.jpg,norway,0.21806678,False
8_norway_224x224.jpg,norway,0.32737112,True
9_norway_224x224.jpg,norway,0.0049219145,False
10_poland_224x224.jpg,poland,0.21576886,True
11_poland_224x224.jpg,poland,0.0840306,False
12_poland_224x224.jpg,poland,0.09364908,False
1_poland_224x224.jpg,poland,0.21194267,True
2_poland_224x224.jpg,poland,0.09167101,False
3_poland_224x224.jpg,poland,0.23723117,True
4_poland_224x224.jpg,poland,0.10723526,False
5_poland_224x224.jpg,poland,0.20393932,True
6_poland_224x224.jpg,poland,0.041040685,False
7_poland_224x224.jpg,poland,0.025684798,False
