Image,Correct_Class,Confidence,Top_Guess
10_A6_224x224R.jpg,A6,0.9367951,True
1_A6_224x224R.jpg,A6,0.9123723,True
2_A6_224x224R.jpg,A6,0.00089622394,False
3_A6_224x224R.jpg,A6,0.9457402,True
4_A6_224x224R.jpg,A6,0.967545,True
5_A6_224x224R.jpg,A6,0.9964928,True
6_A6_224x224R.jpg,A6,0.7026075,True
7_A6_224x224R.jpg,A6,0.08833893,False
8_A6_224x224R.jpg,A6,0.08329512,False
9_A6_224x224R.jpg,A6,0.9999,True
10_B6_224x224R.jpg,B6,0.9969952,True
1_B6_224x224R.jpg,B6,0.99999976,True
2_B6_224x224R.jpg,B6,0.28387386,False
3_B6_224x224R.jpg,B6,0.99999964,True
4_B6_224x224R.jpg,B6,0.9996785,True
5_B6_224x224R.jpg,B6,0.9999747,True
6_B6_224x224R.jpg,B6,0.741437,True
7_B6_224x224R.jpg,B6,0.99999774,True
8_B6_224x224R.jpg,B6,0.018051026,False
9_B6_224x224R.jpg,B6,0.9981352,True
10_C0_224x224R.jpg,C0,0.49763033,True
1_C0_224x224R.jpg,C0,0.06824241,False
2_C0_224x224R.jpg,C0,0.9713155,True
3_C0_224x224R.jpg,C0,0.04818206,False
4_C0_224x224R.jpg,C0,0.04206239,False
5_C0_224x224R.jpg,C0,0.035667274,False
6_C0_224x224R.jpg,C0,0.14536083,False
7_C0_224x224R.jpg,C0,0.9999268,True
8_C0_224x224R.jpg,C0,0.995236,True
9_C0_224x224R.jpg,C0,0.9998964,True
10_C1_224x224R.jpg,C1,0.12852123,True
1_C1_224x224R.jpg,C1,0.057565533,False
2_C1_224x224R.jpg,C1,0.28329238,False
3_C1_224x224R.jpg,C1,0.52982354,True
4_C1_224x224R.jpg,C1,0.018589197,False
5_C1_224x224R.jpg,C1,0.0063473554,False
6_C1_224x224R.jpg,C1,0.089621015,False
7_C1_224x224R.jpg,C1,0.9989801,True
8_C1_224x224R.jpg,C1,0.07621555,False
9_C1_224x224R.jpg,C1,0.017807886,False
10_C3_224x224R.jpg,C3,0.08098877,False
1_C3_224x224R.jpg,C3,0.35526967,False
2_C3_224x224R.jpg,C3,0.017013077,False
3_C3_224x224R.jpg,C3,0.024103796,False
4_C3_224x224R.jpg,C3,0.010883314,False
5_C3_224x224R.jpg,C3,0.07493357,False
6_C3_224x224R.jpg,C3,0.13215715,True
7_C3_224x224R.jpg,C3,0.12854046,False
8_C3_224x224R.jpg,C3,0.25122365,False
9_C3_224x224R.jpg,C3,0.39072046,False
10_C4_224x224R.jpg,C4,0.995739,True
1_C4_224x224R.jpg,C4,0.8613112,True
2_C4_224x224R.jpg,C4,0.0012282978,False
3_C4_224x224R.jpg,C4,0.9774779,True
4_C4_224x224R.jpg,C4,0.98943627,True
5_C4_224x224R.jpg,C4,0.9267505,True
6_C4_224x224R.jpg,C4,0.00016746091,False
7_C4_224x224R.jpg,C4,0.79212224,True
8_C4_224x224R.jpg,C4,0.99999523,True
9_C4_224x224R.jpg,C4,0.9992538,True
10_D0_224x224R.jpg,D0,0.08339429,False
1_D0_224x224R.jpg,D0,0.059925392,False
2_D0_224x224R.jpg,D0,0.003728178,False
3_D0_224x224R.jpg,D0,0.6624477,True
4_D0_224x224R.jpg,D0,0.9908037,True
5_D0_224x224R.jpg,D0,0.9247667,True
6_D0_224x224R.jpg,D0,0.012773262,False
7_D0_224x224R.jpg,D0,0.06138745,False
8_D0_224x224R.jpg,D0,0.11377606,False
9_D0_224x224R.jpg,D0,0.71294737,True
10_D1_224x224R.jpg,D1,0.0028366258,False
1_D1_224x224R.jpg,D1,0.61473686,True
2_D1_224x224R.jpg,D1,0.02645023,False
3_D1_224x224R.jpg,D1,0.14838791,False
